order,target,Time Completed,Event ID,Move Kind,Unit Category,Unit Nbr,From Position,From Slot,To Position,To Slot,Che-Put,Unit Arrival Postion,Unit O/B Actual Visit,Unit POD,Unit POL,Unit Type Height,Unit Type Length,Unit Type ISO,Unit Weight (kg),Unit Position,from_yard,from_bay,from_col,from_layer,Ship_id,to_bay,to_col,to_layer,cluster
905,905,25-02-27 1914,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3678580,Y-TSCT-5A3709.5,5A3709.5,Y-TSCT-Q05,5AA37,R352,T-TJCG7689-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29607,V-AILK_009-251606,5A,37,9,5,V-AILK_009,25,16,6,4
906,906,25-02-27 1915,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2351033,Y-TSCT-5A3709.4,5A3709.4,Y-TSCT-Q05,5AA37,R352,T-TJCJ2820-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29866,V-AILK_009-271606,5A,37,9,4,V-AILK_009,27,16,6,4
907,907,25-02-27 1919,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2444600,Y-TSCT-5A3710.3,5A3710.3,Y-TSCT-Q05,5AA37,R352,T-TJCK6313-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30210,V-AILK_009-252006,5A,37,10,3,V-AILK_009,25,20,6,4
908,908,25-02-27 1921,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2530592,Y-TSCT-5A3710.2,5A3710.2,Y-TSCT-Q05,5AA37,R352,T-TJCK6082-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30320,V-AILK_009-272006,5A,37,10,2,V-AILK_009,27,20,6,4
909,909,25-02-27 1925,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1746695,Y-TSCT-5A3708.5,5A3708.5,Y-TSCT-Q05,5AA37,R352,T-TJCB3797-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29836,V-AILK_009-251102,5A,37,8,5,V-AILK_009,25,11,2,4
910,910,25-02-27 1927,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1260520,Y-TSCT-5A3707.5,5A3707.5,Y-TSCT-Q05,5AA37,R352,T-TJCK2039-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29774,V-AILK_009-271102,5A,37,7,5,V-AILK_009,27,11,2,4
911,911,25-02-27 1930,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3751135,Y-TSCT-5A3706.5,5A3706.5,Y-TSCT-Q05,5AA37,R352,T-HBES1834-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30240,V-AILK_009-251504,5A,37,6,5,V-AILK_009,25,15,4,4
912,912,25-02-27 1932,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2138982,Y-TSCT-5A3705.5,5A3705.5,Y-TSCT-Q05,5AA37,R352,T-TJCF1086-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29650,V-AILK_009-271504,5A,37,5,5,V-AILK_009,27,15,4,4
913,913,25-02-27 1938,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2505240,Y-TSCT-5A3704.5,5A3704.5,Y-TSCT-Q05,5AA37,R352,T-TJCG7092-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29358,V-AILK_009-251104,5A,37,4,5,V-AILK_009,25,11,4,4
914,914,25-02-27 1940,UNIT_YARD_MOVE,LOAD,EXPRT,SCZU7982684,Y-TSCT-5A3708.4,5A3708.4,Y-TSCT-Q05,5AA37,R352,T-TJCB3797-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29417,V-AILK_009-271104,5A,37,8,4,V-AILK_009,27,11,4,4
915,915,25-02-27 1942,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2400623,Y-TSCT-5A3707.4,5A3707.4,Y-TSCT-Q05,5AA37,R352,T-TJC91867-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29600,V-AILK_009-251706,5A,37,7,4,V-AILK_009,25,17,6,4
916,916,25-02-27 1944,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2643006,Y-TSCT-5A3706.4,5A3706.4,Y-TSCT-Q05,5AA37,R352,T-TJCE2960-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29709,V-AILK_009-271706,5A,37,6,4,V-AILK_009,27,17,6,4
917,917,25-02-27 1950,UNIT_YARD_MOVE,LOAD,EXPRT,BMOU1617452,Y-TSCT-5A3705.4,5A3705.4,Y-TSCT-Q05,5AA37,R352,T-TJCG7122-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29480,V-AILK_009-251306,5A,37,5,4,V-AILK_009,25,13,6,4
918,918,25-02-27 1952,UNIT_YARD_MOVE,LOAD,EXPRT,CORU2563870,Y-TSCT-5A3704.4,5A3704.4,Y-TSCT-Q05,5AA37,R352,T-TJCG7792-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29648,V-AILK_009-271306,5A,37,4,4,V-AILK_009,27,13,6,4
919,919,25-02-27 1955,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3810013,Y-TSCT-5A3708.3,5A3708.3,Y-TSCT-Q05,5AA37,R352,T-TJC91915-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,28727,V-AILK_009-251908,5A,37,8,3,V-AILK_009,25,19,8,4
920,920,25-02-27 1957,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2785799,Y-TSCT-5A3707.3,5A3707.3,Y-TSCT-Q05,5AA37,R352,T-TJC85951-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29507,V-AILK_009-271908,5A,37,7,3,V-AILK_009,27,19,8,4
921,921,25-02-27 2003,UNIT_YARD_MOVE,LOAD,EXPRT,FCGU2266688,Y-TSCT-5A3706.3,5A3706.3,Y-TSCT-Q05,5AA37,R352,T-TJCG1798-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29743,V-AILK_009-251508,5A,37,6,3,V-AILK_009,25,15,8,4
922,922,25-02-27 2005,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3293073,Y-TSCT-5A3705.3,5A3705.3,Y-TSCT-Q05,5AA37,R352,T-TJCH8695-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29567,V-AILK_009-271508,5A,37,5,3,V-AILK_009,27,15,8,4
923,923,25-02-27 2013,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2895902,Y-TSCT-5A3708.2,5A3708.2,Y-TSCT-Q05,5AA37,R352,T-TJCB0958-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29460,V-AILK_009-251108,5A,37,8,2,V-AILK_009,25,11,8,4
924,924,25-02-27 2015,UNIT_YARD_MOVE,LOAD,EXPRT,TTNU1049256,Y-TSCT-5A3707.2,5A3707.2,Y-TSCT-Q05,5AA37,R352,T-HBJ8T672-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29100,V-AILK_009-271108,5A,37,7,2,V-AILK_009,27,11,8,4
925,925,25-02-27 2019,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU3012749,Y-TSCT-5A3705.2,5A3705.2,Y-TSCT-Q05,5AA37,R352,T-TJCG7870-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29612,V-AILK_009-251710,5A,37,5,2,V-AILK_009,25,17,10,4
926,926,25-02-27 2021,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1552154,Y-TSCT-5A3703.3,5A3703.3,Y-TSCT-Q05,5AA37,R352,T-TJCC9720-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29641,V-AILK_009-271710,5A,37,3,3,V-AILK_009,27,17,10,4
927,927,25-02-27 2031,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2561650,Y-TSCT-5A3708.1,5A3708.1,Y-TSCT-Q05,5AA37,R352,T-TJCG7689-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29001,V-AILK_009-251912,5A,37,8,1,V-AILK_009,25,19,12,4
928,928,25-02-27 2034,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3167630,Y-TSCT-5A3705.1,5A3705.1,Y-TSCT-Q05,5AA37,R352,T-TJCK6635-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29785,V-AILK_009-271912,5A,37,5,1,V-AILK_009,27,19,12,4
929,929,25-02-27 2038,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2369375,Y-TSCT-5A3706.2,5A3706.2,Y-TSCT-Q05,5AA37,R352,T-TJC32013-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,24828,V-AILK_009-251512,5A,37,6,2,V-AILK_009,25,15,12,4
930,930,25-02-27 2040,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1104611,Y-TSCT-5A3704.3,5A3704.3,Y-TSCT-Q05,5AA37,R352,T-TJCH1082-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,24945,V-AILK_009-271512,5A,37,4,3,V-AILK_009,27,15,12,4
931,931,25-02-27 2045,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3455674,Y-TSCT-5A3704.2,5A3704.2,Y-TSCT-Q05,5AA37,R352,T-TJCB0975-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29895,V-AILK_009-251112,5A,37,4,2,V-AILK_009,25,11,12,4
932,932,25-02-27 2047,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3309349,Y-TSCT-5A3704.1,5A3704.1,Y-TSCT-Q05,5AA37,R352,T-TJCE2896-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29755,V-AILK_009-271112,5A,37,4,1,V-AILK_009,27,11,12,4
933,933,25-02-27 2049,UNIT_YARD_MOVE,LOAD,EXPRT,FCIU4340903,Y-TSCT-5A3707.1,5A3707.1,Y-TSCT-Q05,5AA37,R352,T-TJCE2333-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27230,V-AILK_009-251714,5A,37,7,1,V-AILK_009,25,17,14,4
934,934,25-02-27 2051,UNIT_YARD_MOVE,LOAD,EXPRT,SEGU3697480,Y-TSCT-5A3706.1,5A3706.1,Y-TSCT-Q05,5AA37,R352,T-TJC28531-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,24772,V-AILK_009-271714,5A,37,6,1,V-AILK_009,27,17,14,4
935,935,25-02-27 2117,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2699517,Y-TSCT-5A3709.3,5A3709.3,Y-TSCT-Q05,5AA37,R352,T-TJC85150-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29197,V-AILK_009-251808,5A,37,9,3,V-AILK_009,25,18,8,4
936,936,25-02-27 2118,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1178101,Y-TSCT-5A3710.1,5A3710.1,Y-TSCT-Q05,5AA37,R352,T-SXA07695D-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,28903,V-AILK_009-271808,5A,37,10,1,V-AILK_009,27,18,8,4
937,937,25-02-27 2132,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1706549,Y-TSCT-5A3711.4,5A3711.4,Y-TSCT-Q05,5AA37,R352,T-HBFU4752-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22700,V-AILK_009-251610,5A,37,11,4,V-AILK_009,25,16,10,4
938,938,25-02-27 2134,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU2024938,Y-TSCT-5A3711.3,5A3711.3,Y-TSCT-Q05,5AA37,R352,T-HBFP0471-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22408,V-AILK_009-271610,5A,37,11,3,V-AILK_009,27,16,10,4
939,939,25-02-27 2146,UNIT_YARD_MOVE,LOAD,EXPRT,TGHU1861660,Y-TSCT-5A3711.2,5A3711.2,Y-TSCT-Q05,5AA37,R352,T-BJAMY762-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22440,V-AILK_009-252010,5A,37,11,2,V-AILK_009,25,20,10,4
940,940,25-02-27 2149,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1847290,Y-TSCT-5A3702.3,5A3702.3,Y-TSCT-Q05,5AA37,R352,T-HBFS4815-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22820,V-AILK_009-272010,5A,37,2,3,V-AILK_009,27,20,10,4
941,941,25-02-27 2200,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU6146720,Y-TSCT-5A3709.2,5A3709.2,Y-TSCT-Q05,5AA37,R352,T-TJCC0177-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23433,V-AILK_009-251812,5A,37,9,2,V-AILK_009,25,18,12,4
942,942,25-02-27 2202,UNIT_YARD_MOVE,LOAD,EXPRT,TGHU0815736,Y-TSCT-5A3709.1,5A3709.1,Y-TSCT-Q05,5AA37,R352,T-TJCJ2550-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23231,V-AILK_009-271812,5A,37,9,1,V-AILK_009,27,18,12,4
943,943,25-02-27 2209,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU2372541,Y-TSCT-5A3702.2,5A3702.2,Y-TSCT-Q05,5AA37,R352,T-TJC67829-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23300,V-AILK_009-251614,5A,37,2,2,V-AILK_009,25,16,14,4
944,944,25-02-27 2213,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3388483,Y-TSCT-5A3702.1,5A3702.1,Y-TSCT-Q05,5AA37,R352,T-TJC97622-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22408,V-AILK_009-271614,5A,37,2,1,V-AILK_009,27,16,14,4
945,945,25-02-27 2215,UNIT_YARD_MOVE,LOAD,EXPRT,SEGU3666793,Y-TSCT-5A3711.1,5A3711.1,Y-TSCT-Q05,5AA37,R352,T-TJCG7757-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,11901,V-AILK_009-252014,5A,37,11,1,V-AILK_009,25,20,14,4
946,946,25-02-27 2218,UNIT_YARD_MOVE,LOAD,EXPRT,CRSU1172438,Y-TSCT-5A3701.1,5A3701.1,Y-TSCT-Q05,5AA37,R352,T-BJAMY762-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,6685,V-AILK_009-272014,5A,37,1,1,V-AILK_009,27,20,14,4
947,947,25-02-27 1708,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6968614,Y-TSCT-5A6507.5,5A6507.5,Y-TSCT-Q01,5AA65,R351,T-TJCD3296-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29920,V-AILK_009-691604,5A,65,7,5,V-AILK_009,69,16,4,20
948,948,25-02-27 1710,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1164550,Y-TSCT-5A6507.4,5A6507.4,Y-TSCT-Q01,5AA65,R351,T-TJC19586-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30220,V-AILK_009-711604,5A,65,7,4,V-AILK_009,71,16,4,20
949,949,25-02-27 1714,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2826312,Y-TSCT-5A6503.4,5A6503.4,Y-TSCT-Q01,5AA65,R351,T-TJCA9996-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27117,V-AILK_009-691306,5A,65,3,4,V-AILK_009,69,13,6,20
950,950,25-02-27 1716,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1119921,Y-TSCT-5A6503.3,5A6503.3,Y-TSCT-Q01,5AA65,R351,T-TJC91890-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,26188,V-AILK_009-711306,5A,65,3,3,V-AILK_009,71,13,6,20
951,951,25-02-27 1723,UNIT_YARD_MOVE,LOAD,EXPRT,SEGU3699652,Y-TSCT-5A6506.4,5A6506.4,Y-TSCT-Q01,5AA65,R351,T-TJCE6056-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29591,V-AILK_009-691606,5A,65,6,4,V-AILK_009,69,16,6,20
952,952,25-02-27 1725,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU1180448,Y-TSCT-5A6507.3,5A6507.3,Y-TSCT-Q01,5AA65,R351,T-TJCK6816-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30060,V-AILK_009-711606,5A,65,7,3,V-AILK_009,71,16,6,20
953,953,25-02-27 1740,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU2569861,Y-TSCT-5A6501.2,5A6501.2,Y-TSCT-Q01,5AA65,R351,T-TJCK2698-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29600,V-AILK_009-712006,5A,65,1,2,V-AILK_009,71,20,6,20
954,954,25-02-27 1743,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU1767322,Y-TSCT-5A6503.2,5A6503.2,Y-TSCT-Q01,5AA65,R351,T-TJC67096-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27180,V-AILK_009-691708,5A,65,3,2,V-AILK_009,69,17,8,20
955,955,25-02-27 1745,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2622945,Y-TSCT-5A6503.1,5A6503.1,Y-TSCT-Q01,5AA65,R351,T-TJC91020-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,25563,V-AILK_009-711708,5A,65,3,1,V-AILK_009,71,17,8,20
956,956,25-02-27 1750,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2577481,Y-TSCT-5A6505.5,5A6505.5,Y-TSCT-Q01,5AA65,R351,T-TJC91083-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,24423,V-AILK_009-691308,5A,65,5,5,V-AILK_009,69,13,8,20
957,957,25-02-27 1752,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU3170300,Y-TSCT-5A6504.5,5A6504.5,Y-TSCT-Q01,5AA65,R351,T-TJCK0112-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-711308,5A,65,4,5,V-AILK_009,71,13,8,20
958,958,25-02-27 1755,UNIT_YARD_MOVE,LOAD,EXPRT,GAOU2475963,Y-TSCT-5A6501.1,5A6501.1,Y-TSCT-Q01,5AA65,R351,T-TJC75619-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27713,V-AILK_009-691608,5A,65,1,1,V-AILK_009,69,16,8,20
959,959,25-02-27 1757,UNIT_YARD_MOVE,LOAD,EXPRT,CXDU1438327,Y-TSCT-5A6507.2,5A6507.2,Y-TSCT-Q01,5AA65,R351,T-TJCD0715-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29530,V-AILK_009-711608,5A,65,7,2,V-AILK_009,71,16,8,20
960,960,25-02-27 1759,UNIT_YARD_MOVE,LOAD,EXPRT,FBIU0399917,Y-TSCT-5A6507.1,5A6507.1,Y-TSCT-Q01,5AA65,R351,T-TJCM1602-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27180,V-AILK_009-692008,5A,65,7,1,V-AILK_009,69,20,8,20
961,961,25-02-27 1803,UNIT_YARD_MOVE,LOAD,EXPRT,MSCU6315207,Y-TSCT-5A6506.1,5A6506.1,Y-TSCT-Q01,5AA65,R351,T-TJCC0611-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29755,V-AILK_009-712008,5A,65,6,1,V-AILK_009,71,20,8,20
962,962,25-02-27 1805,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1383049,Y-TSCT-5A6505.4,5A6505.4,Y-TSCT-Q01,5AA65,R351,T-TJCK2901-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23158,V-AILK_009-691710,5A,65,5,4,V-AILK_009,69,17,10,20
963,963,25-02-27 1807,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3625727,Y-TSCT-5A6504.4,5A6504.4,Y-TSCT-Q01,5AA65,R351,T-TJCC9189-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-711710,5A,65,4,4,V-AILK_009,71,17,10,20
964,964,25-02-27 1812,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU1740438,Y-TSCT-5A6505.3,5A6505.3,Y-TSCT-Q01,5AA65,R351,T-TJCK2050-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-691310,5A,65,5,3,V-AILK_009,69,13,10,20
965,965,25-02-27 1814,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2807713,Y-TSCT-5A6504.3,5A6504.3,Y-TSCT-Q01,5AA65,R351,T-TJCK2650-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-711310,5A,65,4,3,V-AILK_009,71,13,10,20
966,966,25-02-27 1827,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2674226,Y-TSCT-5A6508.3,5A6508.3,Y-TSCT-Q01,5AA65,R351,T-TJC85027-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21860,V-AILK_009-692010,5A,65,8,3,V-AILK_009,69,20,10,20
967,967,25-02-27 1830,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1210681,Y-TSCT-5A6502.3,5A6502.3,Y-TSCT-Q01,5AA65,R351,T-TJCK2022-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-712010,5A,65,2,3,V-AILK_009,71,20,10,20
968,968,25-02-27 1836,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU3177060,Y-TSCT-5A6505.2,5A6505.2,Y-TSCT-Q01,5AA65,R351,T-TJCK2766-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-691712,5A,65,5,2,V-AILK_009,69,17,12,20
969,969,25-02-27 1839,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2657578,Y-TSCT-5A6504.2,5A6504.2,Y-TSCT-Q01,5AA65,R351,T-TJCK0259-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-711712,5A,65,4,2,V-AILK_009,71,17,12,20
970,970,25-02-27 1843,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3741517,Y-TSCT-5A6505.1,5A6505.1,Y-TSCT-Q01,5AA65,R351,T-TJCF5376-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21086,V-AILK_009-691312,5A,65,5,1,V-AILK_009,69,13,12,20
971,971,25-02-27 1845,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1831875,Y-TSCT-5A6504.1,5A6504.1,Y-TSCT-Q01,5AA65,R351,T-TJCK2567-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-711312,5A,65,4,1,V-AILK_009,71,13,12,20
972,972,25-02-27 1852,UNIT_YARD_MOVE,LOAD,EXPRT,FBIU0184246,Y-TSCT-5A6502.2,5A6502.2,Y-TSCT-Q01,5AA65,R351,T-TJCB9102-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-692012,5A,65,2,2,V-AILK_009,69,20,12,20
973,973,25-02-27 1854,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2577938,Y-TSCT-5A6502.1,5A6502.1,Y-TSCT-Q01,5AA65,R351,T-TJC75619-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,18703,V-AILK_009-712012,5A,65,2,1,V-AILK_009,71,20,12,20
974,974,25-02-27 2137,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3138776,Y-TSCT-5A6509.2,5A6509.2,Y-TSCT-Q04,5AA65,R351,T-TJCE6056-2 (TQ),AILK_009,INMUN,CNTSN,NOM86,NOM20,22G1,22150,V-AILK_009-411602,5A,65,9,2,V-AILK_009,41,16,2,21
975,975,25-02-27 2139,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU2082388,Y-TSCT-5A6509.1,5A6509.1,Y-TSCT-Q04,5AA65,R351,T-TJC67829-2 (TQ),AILK_009,INMUN,CNTSN,NOM86,NOM20,22G1,21410,V-AILK_009-431602,5A,65,9,1,V-AILK_009,43,16,2,21
976,976,25-02-27 2142,UNIT_YARD_MOVE,LOAD,EXPRT,TEXU3050200,Y-TSCT-5A6511.1,5A6511.1,Y-TSCT-Q04,5AA65,R351,T-TJCG7300-2 (TQ),AILK_009,INMUN,CNTSN,NOM86,NOM20,22G1,29510,V-AILK_009-431302,5A,65,11,1,V-AILK_009,43,13,2,21
977,977,25-02-27 2229,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU6873960,Y-TSCT-5A7203.2,5A7203.2,Y-TSCT-Q04,5AA72,R352,T-TJC91361-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,28770,V-AILK_009-421104,5A,72,3,2,V-AILK_009,42,11,4,21
978,978,25-02-27 2233,UNIT_YARD_MOVE,LOAD,EXPRT,BMOU6117676,Y-TSCT-5A7203.1,5A7203.1,Y-TSCT-Q04,5AA72,R352,T-TJCC5828-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,29000,V-AILK_009-421506,5A,72,3,1,V-AILK_009,42,15,6,21
979,979,25-02-27 2235,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU5146011,Y-TSCT-5A7201.3,5A7201.3,Y-TSCT-Q04,5AA72,R352,T-TJCB3797-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,32008,V-AILK_009-421306,5A,72,1,3,V-AILK_009,42,13,6,21
980,980,25-02-27 2239,UNIT_YARD_MOVE,LOAD,EXPRT,FFAU5779107,Y-TSCT-5A7201.2,5A7201.2,Y-TSCT-Q04,5AA72,R351,T-TJCK6656-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,31868,V-AILK_009-421106,5A,72,1,2,V-AILK_009,42,11,6,21
981,981,25-02-27 2258,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU6889910,Y-TSCT-5A7201.1,5A7201.1,Y-TSCT-Q04,5AA72,R351,T-TJC85150-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,32008,V-AILK_009-421108,5A,72,1,1,V-AILK_009,42,11,8,21
982,982,25-02-27 2343,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU8418436,Y-TSCT-5A7206.1,5A7206.1,Y-TSCT-Q04,5AA72,R351,T-TJCF1118-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,28990,V-AILK_009-421210,5A,72,6,1,V-AILK_009,42,12,10,21
983,983,25-02-27 2221,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU8621381,Y-TSCT-5A8205.4,5A8205.4,Y-TSCT-Q06,5AA82,R351,T-TJCK2095-2 (TQ),AILK_009,INMUN,CNTSN,NOM96,NOM40,45G1,26350,V-AILK_009-181916,5A,82,5,4,V-AILK_009,18,19,16,21
