order,target,Time Completed,Event ID,Move Kind,Unit Category,Unit Nbr,From Position,From Slot,To Position,To Slot,Che-Put,Unit Arrival Postion,Unit O/B Actual Visit,Unit POD,Unit POL,Unit Type Height,Unit Type Length,Unit Type ISO,Unit Weight (kg),Unit Position,from_yard,from_bay,from_col,from_layer,Ship_id,to_bay,to_col,to_layer,cluster
351,351,25-02-27 1827,UNIT_YARD_MOVE,LOAD,EXPRT,MSCU5431861,Y-TSCT-2B7410.4,2B7410.4,Y-TSCT-Q06,2BA74,R323,T-TJCA8879-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31952,V-AILK_009-180916,2B,74,10,4,V-AILK_009,18,9,16,16
352,352,25-02-27 1828,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU8432412,Y-TSCT-2B7409.4,2B7409.4,Y-TSCT-Q06,2BA74,R323,T-TJC79065-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,32002,V-AILK_009-180716,2B,74,9,4,V-AILK_009,18,7,16,16
353,353,25-02-27 1837,UNIT_YARD_MOVE,LOAD,EXPRT,TCNU7907832,Y-TSCT-2B7410.3,2B7410.3,Y-TSCT-Q06,2BA74,R323,T-HBJ1Z885-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,32012,V-AILK_009-180516,2B,74,10,3,V-AILK_009,18,5,16,16
354,354,25-02-27 1904,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU8848549,Y-TSCT-2B7409.3,2B7409.3,Y-TSCT-Q06,2BA74,R323,T-TJCB1380-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31812,V-AILK_009-180918,2B,74,9,3,V-AILK_009,18,9,18,16
355,355,25-02-27 1914,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU7090808,Y-TSCT-2B7410.2,2B7410.2,Y-TSCT-Q06,2BA74,R323,T-TJC97006-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31952,V-AILK_009-180718,2B,74,10,2,V-AILK_009,18,7,18,16
356,356,25-02-27 1931,UNIT_YARD_MOVE,LOAD,EXPRT,TXGU6755949,Y-TSCT-2B7410.1,2B7410.1,Y-TSCT-Q06,2BA74,R323,T-TJCB5612-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31812,V-AILK_009-180318,2B,74,10,1,V-AILK_009,18,3,18,16
357,357,25-02-27 1933,UNIT_YARD_MOVE,LOAD,EXPRT,BMOU6755578,Y-TSCT-2B7409.2,2B7409.2,Y-TSCT-Q06,2BA74,R323,T-TJCB5612-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31962,V-AILK_009-180518,2B,74,9,2,V-AILK_009,18,5,18,16
358,358,25-02-27 1936,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU4093980,Y-TSCT-2B7402.1,2B7402.1,Y-TSCT-Q01,2BA74,R323,T-TJC79675-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM40,42G1,6848,V-AILK_009-701814,2B,74,2,1,V-AILK_009,70,18,14,13
359,359,25-02-27 1938,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU5728848,Y-TSCT-2B7409.1,2B7409.1,Y-TSCT-Q06,2BA74,R323,T-TJC78381-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31812,V-AILK_009-180118,2B,74,9,1,V-AILK_009,18,1,18,16
360,360,25-02-27 1940,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU8310068,Y-TSCT-2B7406.3,2B7406.3,Y-TSCT-Q06,2BA74,R323,T-TJC67668-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,16370,V-AILK_009-180018,2B,74,6,3,V-AILK_009,18,0,18,16
361,361,25-02-27 2000,UNIT_YARD_MOVE,LOAD,EXPRT,TCNU6469074,Y-TSCT-2B7406.2,2B7406.2,Y-TSCT-Q06,2BA74,R323,T-TJC75667-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31922,V-AILK_009-180920,2B,74,6,2,V-AILK_009,18,9,20,16
362,362,25-02-27 2003,UNIT_YARD_MOVE,LOAD,EXPRT,TCNU2467108,Y-TSCT-2B7406.1,2B7406.1,Y-TSCT-Q06,2BA74,R323,T-TJCK8366-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,28420,V-AILK_009-180720,2B,74,6,1,V-AILK_009,18,7,20,16
363,363,25-02-27 2008,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU6133870,Y-TSCT-2B7404.2,2B7404.2,Y-TSCT-Q06,2BA74,R323,T-TJCC0681-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31812,V-AILK_009-180520,2B,74,4,2,V-AILK_009,18,5,20,16
364,364,25-02-27 2250,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU4633780,Y-TSCT-2B7404.1,2B7404.1,Y-TSCT-Q04,2BA74,R323,T-TJCA2172-2 (TQ),AILK_009,ESBCN,CNTSN,NOM86,NOM40,42G1,23700,V-AILK_009-421714,2B,74,4,1,V-AILK_009,42,17,14,9
365,365,25-02-27 1853,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3363979,Y-TSCT-3A3310.5,3A3310.5,Y-TSCT-Q02,3AA33,R332,T-BJAPV827-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,26412,V-AILK_009-610402,3A,33,10,5,V-AILK_009,61,4,2,11
366,366,25-02-27 1855,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3685126,Y-TSCT-3A3309.5,3A3309.5,Y-TSCT-Q02,3AA33,R332,T-TJC75715-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630402,3A,33,9,5,V-AILK_009,63,4,2,11
367,367,25-02-27 1905,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3689332,Y-TSCT-3A3308.5,3A3308.5,Y-TSCT-Q02,3AA33,R332,T-TJCB1380-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610802,3A,33,8,5,V-AILK_009,61,8,2,11
368,368,25-02-27 1906,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688110,Y-TSCT-3A3307.5,3A3307.5,Y-TSCT-Q02,3AA33,R332,T-TJC97006-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630802,3A,33,7,5,V-AILK_009,63,8,2,11
369,369,25-02-27 1908,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3679714,Y-TSCT-3A3306.5,3A3306.5,Y-TSCT-Q02,3AA33,R332,T-TJCC0681-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,28405,V-AILK_009-610204,3A,33,6,5,V-AILK_009,61,2,4,11
370,370,25-02-27 1909,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3683709,Y-TSCT-3A3311.4,3A3311.4,Y-TSCT-Q02,3AA33,R332,T-TJC19336-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630204,3A,33,11,4,V-AILK_009,63,2,4,11
371,371,25-02-27 1914,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688465,Y-TSCT-3A3310.4,3A3310.4,Y-TSCT-Q02,3AA33,R332,T-TJC98708-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610604,3A,33,10,4,V-AILK_009,61,6,4,11
372,372,25-02-27 1916,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3679252,Y-TSCT-3A3309.4,3A3309.4,Y-TSCT-Q02,3AA33,R332,T-HBAKQ745-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630604,3A,33,9,4,V-AILK_009,63,6,4,11
373,373,25-02-27 1926,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3685656,Y-TSCT-3A3308.4,3A3308.4,Y-TSCT-Q02,3AA33,R332,T-HBJ1Z885-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-611004,3A,33,8,4,V-AILK_009,61,10,4,11
374,374,25-02-27 1928,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688130,Y-TSCT-3A3307.4,3A3307.4,Y-TSCT-Q02,3AA33,R332,T-TJC79065-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-631004,3A,33,7,4,V-AILK_009,63,10,4,11
375,375,25-02-27 1930,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3679118,Y-TSCT-3A3306.4,3A3306.4,Y-TSCT-Q02,3AA33,R332,T-TJC92306-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,28405,V-AILK_009-610406,3A,33,6,4,V-AILK_009,61,4,6,11
376,376,25-02-27 1932,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3686591,Y-TSCT-3A3311.3,3A3311.3,Y-TSCT-Q02,3AA33,R332,T-TJC97881-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630406,3A,33,11,3,V-AILK_009,63,4,6,11
377,377,25-02-27 1933,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688207,Y-TSCT-3A3310.3,3A3310.3,Y-TSCT-Q02,3AA33,R332,T-HBJ1A917-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610806,3A,33,10,3,V-AILK_009,61,8,6,11
378,378,25-02-27 1935,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3683123,Y-TSCT-3A3309.3,3A3309.3,Y-TSCT-Q02,3AA33,R332,T-TJCL7169-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630806,3A,33,9,3,V-AILK_009,63,8,6,11
379,379,25-02-27 1941,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3686056,Y-TSCT-3A3308.3,3A3308.3,Y-TSCT-Q02,3AA33,R332,T-TJCB5612-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610208,3A,33,8,3,V-AILK_009,61,2,8,11
380,380,25-02-27 1943,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3685954,Y-TSCT-3A3307.3,3A3307.3,Y-TSCT-Q02,3AA33,R332,T-TJCC0681-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630208,3A,33,7,3,V-AILK_009,63,2,8,11
381,381,25-02-27 1950,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6038670,Y-TSCT-3A3306.3,3A3306.3,Y-TSCT-Q02,3AA33,R332,T-TJCE0790-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25995,V-AILK_009-610608,3A,33,6,3,V-AILK_009,61,6,8,11
382,382,25-02-27 1951,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3684665,Y-TSCT-3A3311.2,3A3311.2,Y-TSCT-Q02,3AA33,R332,T-TJC97006-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630608,3A,33,11,2,V-AILK_009,63,6,8,11
383,383,25-02-27 1958,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3684500,Y-TSCT-3A3310.2,3A3310.2,Y-TSCT-Q02,3AA33,R332,T-TJC92306-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-611008,3A,33,10,2,V-AILK_009,61,10,8,11
384,384,25-02-27 2000,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3686035,Y-TSCT-3A3309.2,3A3309.2,Y-TSCT-Q02,3AA33,R332,T-TJC98708-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-631008,3A,33,9,2,V-AILK_009,63,10,8,11
385,385,25-02-27 2009,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3681840,Y-TSCT-3A3308.2,3A3308.2,Y-TSCT-Q02,3AA33,R332,T-TJC92306-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610410,3A,33,8,2,V-AILK_009,61,4,10,11
386,386,25-02-27 2011,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3683205,Y-TSCT-3A3307.2,3A3307.2,Y-TSCT-Q02,3AA33,R332,T-TJC78381-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630410,3A,33,7,2,V-AILK_009,63,4,10,11
387,387,25-02-27 2013,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688399,Y-TSCT-3A3306.2,3A3306.2,Y-TSCT-Q02,3AA33,R332,T-TJC98708-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610810,3A,33,6,2,V-AILK_009,61,8,10,11
388,388,25-02-27 2014,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU3085231,Y-TSCT-3A3311.1,3A3311.1,Y-TSCT-Q02,3AA33,R332,T-TJCG7138-3 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25500,V-AILK_009-630810,3A,33,11,1,V-AILK_009,63,8,10,11
389,389,25-02-27 2024,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3689034,Y-TSCT-3A3310.1,3A3310.1,Y-TSCT-Q02,3AA33,R332,T-HBAKQ745-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610212,3A,33,10,1,V-AILK_009,61,2,12,11
390,390,25-02-27 2025,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3689311,Y-TSCT-3A3309.1,3A3309.1,Y-TSCT-Q02,3AA33,R332,T-HBJ1A917-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630212,3A,33,9,1,V-AILK_009,63,2,12,11
391,391,25-02-27 2027,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3686436,Y-TSCT-3A3308.1,3A3308.1,Y-TSCT-Q02,3AA33,R332,T-TJC75667-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610812,3A,33,8,1,V-AILK_009,61,8,12,11
392,392,25-02-27 2029,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3683334,Y-TSCT-3A3307.1,3A3307.1,Y-TSCT-Q02,3AA33,R332,T-TJCA8879-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630812,3A,33,7,1,V-AILK_009,63,8,12,11
393,393,25-02-27 2207,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3678488,Y-TSCT-3A3305.4,3A3305.4,Y-TSCT-Q02,3AA33,R332,T-TJCA8879-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,28405,V-AILK_009-610778,3A,33,5,4,V-AILK_009,61,7,78,11
394,394,25-02-27 2214,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU5149564,Y-TSCT-3A3305.3,3A3305.3,Y-TSCT-Q02,3AA33,R332,T-TJCG7338-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,30380,V-AILK_009-610178,3A,33,5,3,V-AILK_009,61,1,78,11
395,395,25-02-27 2216,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5395272,Y-TSCT-3A3305.2,3A3305.2,Y-TSCT-Q02,3AA33,R332,T-TJC70166-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,30420,V-AILK_009-630178,3A,33,5,2,V-AILK_009,63,1,78,11
396,396,25-02-27 2223,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU2388483,Y-TSCT-3A3305.1,3A3305.1,Y-TSCT-Q02,3AA33,R332,T-TJC70709-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,30300,V-AILK_009-610478,3A,33,5,1,V-AILK_009,61,4,78,11
397,397,25-02-27 2225,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3685888,Y-TSCT-3A3306.1,3A3306.1,Y-TSCT-Q02,3AA33,R332,T-HBJ1A917-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630478,3A,33,6,1,V-AILK_009,63,4,78,11
398,398,25-02-27 1901,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2518218,Y-TSCT-3A3505.5,3A3505.5,Y-TSCT-Q04,3AA35,R332,T-TJCB3112-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,28670,V-AILK_009-331602,3A,35,5,5,V-AILK_009,33,16,2,5
399,399,25-02-27 1903,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2509941,Y-TSCT-3A3505.4,3A3505.4,Y-TSCT-Q04,3AA35,R332,T-TJCG7812-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26958,V-AILK_009-351602,3A,35,5,4,V-AILK_009,35,16,2,5
400,400,25-02-27 1911,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2085028,Y-TSCT-3A3507.4,3A3507.4,Y-TSCT-Q04,3AA35,R332,T-TJC85292-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26958,V-AILK_009-331904,3A,35,7,4,V-AILK_009,33,19,4,5
401,401,25-02-27 1913,UNIT_YARD_MOVE,LOAD,EXPRT,FCIU6452610,Y-TSCT-3A3506.4,3A3506.4,Y-TSCT-Q04,3AA35,R332,T-TJCF1971-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26838,V-AILK_009-351904,3A,35,6,4,V-AILK_009,35,19,4,5
402,402,25-02-27 1917,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU3187290,Y-TSCT-3A3507.3,3A3507.3,Y-TSCT-Q04,3AA35,R332,T-TJCF1356-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26938,V-AILK_009-331504,3A,35,7,3,V-AILK_009,33,15,4,5
403,403,25-02-27 1919,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3415739,Y-TSCT-3A3506.3,3A3506.3,Y-TSCT-Q04,3AA35,R332,T-TJC79675-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,27018,V-AILK_009-351504,3A,35,6,3,V-AILK_009,35,15,4,5
404,404,25-02-27 1921,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3190334,Y-TSCT-3A3505.3,3A3505.3,Y-TSCT-Q04,3AA35,R332,T-TJCJ7896-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,27018,V-AILK_009-331604,3A,35,5,3,V-AILK_009,33,16,4,5
405,405,25-02-27 1924,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU4067585,Y-TSCT-3A3505.2,3A3505.2,Y-TSCT-Q04,3AA35,R332,T-TJCK2017-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26938,V-AILK_009-351604,3A,35,5,2,V-AILK_009,35,16,4,5
406,406,25-02-27 1937,UNIT_YARD_MOVE,LOAD,EXPRT,DFSU2083498,Y-TSCT-3A3504.5,3A3504.5,Y-TSCT-Q04,3AA35,R332,T-TJCK2761-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25045,V-AILK_009-332004,3A,35,4,5,V-AILK_009,33,20,4,5
407,407,25-02-27 1939,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU2197543,Y-TSCT-3A3505.1,3A3505.1,Y-TSCT-Q04,3AA35,R332,T-TJCF1602-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26918,V-AILK_009-352004,3A,35,5,1,V-AILK_009,35,20,4,5
408,408,25-02-27 1945,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU6156728,Y-TSCT-3A3507.2,3A3507.2,Y-TSCT-Q04,3AA35,R332,T-TJC16382-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,28986,V-AILK_009-331706,3A,35,7,2,V-AILK_009,33,17,6,5
409,409,25-02-27 1947,UNIT_YARD_MOVE,LOAD,EXPRT,GESU3558639,Y-TSCT-3A3506.2,3A3506.2,Y-TSCT-Q04,3AA35,R332,T-TJC55815-1 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26913,V-AILK_009-351706,3A,35,6,2,V-AILK_009,35,17,6,5
410,410,25-02-27 1954,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1708340,Y-TSCT-3A3504.4,3A3504.4,Y-TSCT-Q04,3AA35,R332,T-TJCK6016-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25438,V-AILK_009-331806,3A,35,4,4,V-AILK_009,33,18,6,5
411,411,25-02-27 1956,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU3579718,Y-TSCT-3A3504.3,3A3504.3,Y-TSCT-Q04,3AA35,R332,T-TJCK2022-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,24275,V-AILK_009-351806,3A,35,4,3,V-AILK_009,35,18,6,5
412,412,25-02-27 2002,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6669022,Y-TSCT-3A3507.1,3A3507.1,Y-TSCT-Q04,3AA35,R332,T-HBHF7189-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,30360,V-AILK_009-331908,3A,35,7,1,V-AILK_009,33,19,8,5
413,413,25-02-27 2004,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6293531,Y-TSCT-3A3506.1,3A3506.1,Y-TSCT-Q04,3AA35,R332,T-TJC57065-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25245,V-AILK_009-351908,3A,35,6,1,V-AILK_009,35,19,8,5
414,414,25-02-27 2005,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU6235684,Y-TSCT-3A3504.2,3A3504.2,Y-TSCT-Q04,3AA35,R332,T-TJCK2066-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25275,V-AILK_009-331608,3A,35,4,2,V-AILK_009,33,16,8,5
415,415,25-02-27 2007,UNIT_YARD_MOVE,LOAD,EXPRT,GLDU5489960,Y-TSCT-3A3504.1,3A3504.1,Y-TSCT-Q04,3AA35,R332,T-TJCG1798-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,24992,V-AILK_009-351608,3A,35,4,1,V-AILK_009,35,16,8,5
416,416,25-02-27 2016,UNIT_YARD_MOVE,LOAD,EXPRT,FCIU5137906,Y-TSCT-3A3510.3,3A3510.3,Y-TSCT-Q04,3AA35,R332,T-TJC16707-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25275,V-AILK_009-332008,3A,35,10,3,V-AILK_009,33,20,8,5
417,417,25-02-27 2018,UNIT_YARD_MOVE,LOAD,EXPRT,FYCU7026781,Y-TSCT-3A3510.2,3A3510.2,Y-TSCT-Q04,3AA35,R332,T-TJC16382-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25165,V-AILK_009-352008,3A,35,10,2,V-AILK_009,35,20,8,5
418,418,25-02-27 2020,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1432056,Y-TSCT-3A3503.4,3A3503.4,Y-TSCT-Q04,3AA35,R332,T-TJCK0259-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22670,V-AILK_009-331910,3A,35,3,4,V-AILK_009,33,19,10,5
419,419,25-02-27 2021,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2350447,Y-TSCT-3A3503.3,3A3503.3,Y-TSCT-Q04,3AA35,R332,T-TJCK0112-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22605,V-AILK_009-351910,3A,35,3,3,V-AILK_009,35,19,10,5
420,420,25-02-27 2031,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3291330,Y-TSCT-3A3510.1,3A3510.1,Y-TSCT-Q04,3AA35,R332,T-TJCK2816-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,24445,V-AILK_009-331810,3A,35,10,1,V-AILK_009,33,18,10,5
421,421,25-02-27 2033,UNIT_YARD_MOVE,LOAD,EXPRT,CXDU2089718,Y-TSCT-3A3502.3,3A3502.3,Y-TSCT-Q04,3AA35,R332,T-TJCK2066-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22435,V-AILK_009-351810,3A,35,2,3,V-AILK_009,35,18,10,5
422,422,25-02-27 2035,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2298841,Y-TSCT-3A3503.2,3A3503.2,Y-TSCT-Q04,3AA35,R332,T-TJC15582-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22220,V-AILK_009-331712,3A,35,3,2,V-AILK_009,33,17,12,5
423,423,25-02-27 2037,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU2598800,Y-TSCT-3A3503.1,3A3503.1,Y-TSCT-Q04,3AA35,R332,T-TJCK0181-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22115,V-AILK_009-351712,3A,35,3,1,V-AILK_009,35,17,12,5
424,424,25-02-27 2039,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2065968,Y-TSCT-3A3502.2,3A3502.2,Y-TSCT-Q04,3AA35,R332,T-TJCK2816-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,23025,V-AILK_009-331612,3A,35,2,2,V-AILK_009,33,16,12,5
425,425,25-02-27 2041,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU6891379,Y-TSCT-3A3501.2,3A3501.2,Y-TSCT-Q04,3AA35,R332,T-TJCK0112-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22140,V-AILK_009-351612,3A,35,1,2,V-AILK_009,35,16,12,5
426,426,25-02-27 2043,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU3098927,Y-TSCT-3A3502.1,3A3502.1,Y-TSCT-Q04,3AA35,R332,T-TJCK2568-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22290,V-AILK_009-332012,3A,35,2,1,V-AILK_009,33,20,12,5
427,427,25-02-27 2045,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU2694170,Y-TSCT-3A3501.1,3A3501.1,Y-TSCT-Q04,3AA35,R332,T-TJCK2050-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,22325,V-AILK_009-352012,3A,35,1,1,V-AILK_009,35,20,12,5
428,428,25-02-27 1437,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU7748747,Y-TSCT-3A3810.3,3A3810.3,Y-TSCT-Q03,3AA38,R332,T-TJCG2155-2 (TQ),AILK_009,INNSA,CNTSN,NOM96,NOM40,45G1,29996,V-AILK_009-460916,3A,38,10,3,V-AILK_009,46,9,16,11
